wikipedia,key,remote_ids,created,birth_date,name,latest_revision,last_modified,alternate_names,type,photos,revision,personal_name,death_date,source_records,id,bio,links,title,data,date,fuller_name,location
,/authors/OL6673776A,,"{'type': '/type/datetime', 'value': '2009-07-17T06:08:54.905849'}",,Henry Van Boynton,1,"{'type': '/type/datetime', 'value': '2009-07-17T06:08:54.905849'}",,{'key': '/type/author'},,1,,,,34373155,,,,,,,
,/authors/OL8913827A,,"{'type': '/type/datetime', 'value': '2020-11-18T21:45:59.965758'}",,henry morley,1,"{'type': '/type/datetime', 'value': '2020-11-18T21:45:59.965758'}",,{'key': '/type/author'},,1,,,,,,,,,,,
,/authors/OL7803430A,,"{'type': '/type/datetime', 'value': '2019-12-20T12:59:12.999648'}",,Jonathan Swift,1,"{'type': '/type/datetime', 'value': '2019-12-20T12:59:12.999648'}",,{'key': '/type/author'},,1,,,,,,,,,,,
,/authors/OL8913827A,,"{'type': '/type/datetime', 'value': '2020-11-18T21:45:59.965758'}",,henry morley,1,"{'type': '/type/datetime', 'value': '2020-11-18T21:45:59.965758'}",,{'key': '/type/author'},,1,,,,,,,,,,,
,/authors/OL7803430A,,"{'type': '/type/datetime', 'value': '2019-12-20T12:59:12.999648'}",,Jonathan Swift,1,"{'type': '/type/datetime', 'value': '2019-12-20T12:59:12.999648'}",,{'key': '/type/author'},,1,,,,,,,,,,,
,/authors/OL5580468A,,"{'type': '/type/datetime', 'value': '2008-10-20T10:11:33.182459'}",,William Shirley Bayley,,"{'type': '/type/datetime', 'value': '2008-10-20T10:11:33.182459'}",,{'key': '/type/author'},,1,William Shirley Bayley,,,28539483,,,,,,,
,/authors/OL333285A,,,,"Warren, Edward",,"{'type': '/type/datetime', 'value': '2008-04-01 03:28:50.625462'}",,{'key': '/type/author'},,1,"Warren, Edward",,,892375,,,,,,,
,/authors/OL3348350A,,,,Alexander James Inglis,,"{'type': '/type/datetime', 'value': '2008-04-30 09:38:13.731961'}",,{'key': '/type/author'},,1,,,,13294164,,,,,,,
,/authors/OL2536314A,,,,Charles McCoy Baker,,"{'type': '/type/datetime', 'value': '2008-09-04 05:29:24.600027'}",,{'key': '/type/author'},,2,Charles McCoy Baker,,,9564749,,,,,,,
,/authors/OL2495615A,,,,Cuthbert Lennox,,"{'type': '/type/datetime', 'value': '2008-09-04 03:31:47.8029'}",,{'key': '/type/author'},,2,Cuthbert Lennox,,,9401927,,,,,,,
,/authors/OL4134112A,,,,Charles H Brown,,"{'type': '/type/datetime', 'value': '2008-04-30 20:50:18.033121'}",,{'key': '/type/author'},,1,,,,17104104,,,,,,,
,/authors/OL7239842A,,"{'type': '/type/datetime', 'value': '2015-06-16T16:26:01.559523'}",,Pedro Mañas,1,"{'type': '/type/datetime', 'value': '2015-06-16T16:26:01.559523'}",,{'key': '/type/author'},,1,,,,,,,,,,,
,/authors/OL7986681A,,"{'type': '/type/datetime', 'value': '2020-06-22T09:02:02.999033'}",,David Sierra Listón,1,"{'type': '/type/datetime', 'value': '2020-06-22T09:02:02.999033'}",,{'key': '/type/author'},,1,,,,,,,,,,,
,/authors/OL7239842A,,"{'type': '/type/datetime', 'value': '2015-06-16T16:26:01.559523'}",,Pedro Mañas,1,"{'type': '/type/datetime', 'value': '2015-06-16T16:26:01.559523'}",,{'key': '/type/author'},,1,,,,,,,,,,,
,/authors/OL7986681A,,"{'type': '/type/datetime', 'value': '2020-06-22T09:02:02.999033'}",,David Sierra Listón,1,"{'type': '/type/datetime', 'value': '2020-06-22T09:02:02.999033'}",,{'key': '/type/author'},,1,,,,,,,,,,,
,/authors/OL2761571A,,,,NA,,"{'type': '/type/datetime', 'value': '2008-04-29 15:03:11.581851'}",,{'key': '/type/author'},,1,,,,10493963,,,,,,,
,/authors/OL2761571A,,,,NA,,"{'type': '/type/datetime', 'value': '2008-04-29 15:03:11.581851'}",,{'key': '/type/author'},,1,,,,10493963,,,,,,,
,/authors/OL2761571A,,,,NA,,"{'type': '/type/datetime', 'value': '2008-04-29 15:03:11.581851'}",,{'key': '/type/author'},,1,,,,10493963,,,,,,,
,/authors/OL2761571A,,,,NA,,"{'type': '/type/datetime', 'value': '2008-04-29 15:03:11.581851'}",,{'key': '/type/author'},,1,,,,10493963,,,,,,,
,/authors/OL2761571A,,,,NA,,"{'type': '/type/datetime', 'value': '2008-04-29 15:03:11.581851'}",,{'key': '/type/author'},,1,,,,10493963,,,,,,,
,/authors/OL2761571A,,,,NA,,"{'type': '/type/datetime', 'value': '2008-04-29 15:03:11.581851'}",,{'key': '/type/author'},,1,,,,10493963,,,,,,,
,/authors/OL7962010A,,"{'type': '/type/datetime', 'value': '2020-06-07T14:49:41.194540'}",,Jean-Paul G. POTET,1,"{'type': '/type/datetime', 'value': '2020-06-07T14:49:41.194540'}",,{'key': '/type/author'},,1,,,,,,,,,,,
,/authors/OL7962010A,,"{'type': '/type/datetime', 'value': '2020-06-07T14:49:41.194540'}",,Jean-Paul G. POTET,1,"{'type': '/type/datetime', 'value': '2020-06-07T14:49:41.194540'}",,{'key': '/type/author'},,1,,,,,,,,,,,
,/authors/OL9281496A,,"{'type': '/type/datetime', 'value': '2021-06-23T11:44:12.163777'}",,Mara Maruzzi,1,"{'type': '/type/datetime', 'value': '2021-06-23T11:44:12.163777'}",,{'key': '/type/author'},,1,,,['amazon:0244486174'],,,,,,,,
,/authors/OL9281496A,,"{'type': '/type/datetime', 'value': '2021-06-23T11:44:12.163777'}",,Mara Maruzzi,1,"{'type': '/type/datetime', 'value': '2021-06-23T11:44:12.163777'}",,{'key': '/type/author'},,1,,,['amazon:0244486174'],,,,,,,,
,/authors/OL9281495A,,"{'type': '/type/datetime', 'value': '2021-06-23T11:44:02.111127'}",,Carla Frederico,1,"{'type': '/type/datetime', 'value': '2021-06-23T11:44:02.111127'}",,{'key': '/type/author'},,1,,,['amazon:0244151016'],,,,,,,,
,/authors/OL9281495A,,"{'type': '/type/datetime', 'value': '2021-06-23T11:44:02.111127'}",,Carla Frederico,1,"{'type': '/type/datetime', 'value': '2021-06-23T11:44:02.111127'}",,{'key': '/type/author'},,1,,,['amazon:0244151016'],,,,,,,,
,/authors/OL9281494A,,"{'type': '/type/datetime', 'value': '2021-06-23T11:43:31.891073'}",,Rover Phils,1,"{'type': '/type/datetime', 'value': '2021-06-23T11:43:31.891073'}",,{'key': '/type/author'},,1,,,['amazon:0211315362'],,,,,,,,
,/authors/OL9281494A,,"{'type': '/type/datetime', 'value': '2021-06-23T11:43:31.891073'}",,Rover Phils,1,"{'type': '/type/datetime', 'value': '2021-06-23T11:43:31.891073'}",,{'key': '/type/author'},,1,,,['amazon:0211315362'],,,,,,,,
,/authors/OL2417731A,,,,Pearson,,"{'type': '/type/datetime', 'value': '2008-04-01 03:28:50.625462'}",,{'key': '/type/author'},,1,,,,9038797,,,,,,,
,/authors/OL2417731A,,,,Pearson,,"{'type': '/type/datetime', 'value': '2008-04-01 03:28:50.625462'}",,{'key': '/type/author'},,1,,,,9038797,,,,,,,
,/authors/OL2761571A,,,,NA,,"{'type': '/type/datetime', 'value': '2008-04-29 15:03:11.581851'}",,{'key': '/type/author'},,1,,,,10493963,,,,,,,
,/authors/OL2761571A,,,,NA,,"{'type': '/type/datetime', 'value': '2008-04-29 15:03:11.581851'}",,{'key': '/type/author'},,1,,,,10493963,,,,,,,
,/authors/OL2965820A,,,,_,,"{'type': '/type/datetime', 'value': '2008-04-29 15:03:11.581851'}",,{'key': '/type/author'},,1,,,,11410172,,,,,,,
,/authors/OL2965820A,,,,_,,"{'type': '/type/datetime', 'value': '2008-04-29 15:03:11.581851'}",,{'key': '/type/author'},,1,,,,11410172,,,,,,,
,/authors/OL2761571A,,,,NA,,"{'type': '/type/datetime', 'value': '2008-04-29 15:03:11.581851'}",,{'key': '/type/author'},,1,,,,10493963,,,,,,,
,/authors/OL2761571A,,,,NA,,"{'type': '/type/datetime', 'value': '2008-04-29 15:03:11.581851'}",,{'key': '/type/author'},,1,,,,10493963,,,,,,,
,/authors/OL2761571A,,,,NA,,"{'type': '/type/datetime', 'value': '2008-04-29 15:03:11.581851'}",,{'key': '/type/author'},,1,,,,10493963,,,,,,,
,/authors/OL2761571A,,,,NA,,"{'type': '/type/datetime', 'value': '2008-04-29 15:03:11.581851'}",,{'key': '/type/author'},,1,,,,10493963,,,,,,,
,/authors/OL2262213A,,,,Virginia Evans,,"{'type': '/type/datetime', 'value': '2008-09-13 12:24:41.81356'}",,{'key': '/type/author'},,2,Virginia Evans,,,8374979,,,,,,,
,/authors/OL2262213A,,,,Virginia Evans,,"{'type': '/type/datetime', 'value': '2008-09-13 12:24:41.81356'}",,{'key': '/type/author'},,2,Virginia Evans,,,8374979,,,,,,,
,/authors/OL3113071A,,,,Collectif,,"{'type': '/type/datetime', 'value': '2008-04-30 08:14:56.482104'}",,{'key': '/type/author'},,1,,,,11966276,,,,,,,
,/authors/OL3113071A,,,,Collectif,,"{'type': '/type/datetime', 'value': '2008-04-30 08:14:56.482104'}",,{'key': '/type/author'},,1,,,,11966276,,,,,,,
,/authors/OL2661622A,,,,Office of the Federal Register (U.S.),,"{'type': '/type/datetime', 'value': '2008-04-29 13:35:46.87638'}",,{'key': '/type/author'},,1,,,,10047228,,,,,,,
,/authors/OL2661622A,,,,Office of the Federal Register (U.S.),,"{'type': '/type/datetime', 'value': '2008-04-29 13:35:46.87638'}",,{'key': '/type/author'},,1,,,,10047228,,,,,,,
,/authors/OL2661622A,,,,Office of the Federal Register (U.S.),,"{'type': '/type/datetime', 'value': '2008-04-29 13:35:46.87638'}",,{'key': '/type/author'},,1,,,,10047228,,,,,,,
,/authors/OL2661622A,,,,Office of the Federal Register (U.S.),,"{'type': '/type/datetime', 'value': '2008-04-29 13:35:46.87638'}",,{'key': '/type/author'},,1,,,,10047228,,,,,,,
,/authors/OL3372319A,,,,HARCOURT SCHOOL PUBLISHERS,,"{'type': '/type/datetime', 'value': '2008-04-30 09:38:13.731961'}",,{'key': '/type/author'},,1,,,,13495034,,,,,,,
,/authors/OL3372319A,,,,HARCOURT SCHOOL PUBLISHERS,,"{'type': '/type/datetime', 'value': '2008-04-30 09:38:13.731961'}",,{'key': '/type/author'},,1,,,,13495034,,,,,,,
,/authors/OL9281493A,,"{'type': '/type/datetime', 'value': '2021-06-23T11:41:45.579137'}",,Rakesh Anand Bakshi,1,"{'type': '/type/datetime', 'value': '2021-06-23T11:41:45.579137'}",,{'key': '/type/author'},,1,,,['amazon:0143449087'],,,,,,,,
,/authors/OL9281493A,,"{'type': '/type/datetime', 'value': '2021-06-23T11:41:45.579137'}",,Rakesh Anand Bakshi,1,"{'type': '/type/datetime', 'value': '2021-06-23T11:41:45.579137'}",,{'key': '/type/author'},,1,,,['amazon:0143449087'],,,,,,,,
,/authors/OL3437661A,,,,Calvin Long,,"{'type': '/type/datetime', 'value': '2008-04-30 09:38:13.731961'}",,{'key': '/type/author'},,1,,,,13916669,,,,,,,
,/authors/OL3437660A,,,,Duane DeTemple,,"{'type': '/type/datetime', 'value': '2008-04-30 09:38:13.731961'}",,{'key': '/type/author'},,1,,,,13916793,,,,,,,
,/authors/OL9281492A,,"{'type': '/type/datetime', 'value': '2021-06-23T11:41:33.003054'}",,Richard Millman,1,"{'type': '/type/datetime', 'value': '2021-06-23T11:41:33.003054'}",,{'key': '/type/author'},,1,,,['amazon:0135167469'],,,,,,,,
,/authors/OL3437661A,,,,Calvin Long,,"{'type': '/type/datetime', 'value': '2008-04-30 09:38:13.731961'}",,{'key': '/type/author'},,1,,,,13916669,,,,,,,
,/authors/OL3437660A,,,,Duane DeTemple,,"{'type': '/type/datetime', 'value': '2008-04-30 09:38:13.731961'}",,{'key': '/type/author'},,1,,,,13916793,,,,,,,
,/authors/OL9281492A,,"{'type': '/type/datetime', 'value': '2021-06-23T11:41:33.003054'}",,Richard Millman,1,"{'type': '/type/datetime', 'value': '2021-06-23T11:41:33.003054'}",,{'key': '/type/author'},,1,,,['amazon:0135167469'],,,,,,,,
,/authors/OL7674474A,,"{'type': '/type/datetime', 'value': '2019-10-13T20:47:47.503660'}",,Margaret Lial,1,"{'type': '/type/datetime', 'value': '2019-10-13T20:47:47.503660'}",,{'key': '/type/author'},,1,,,,,,,,,,,
,/authors/OL2671048A,,,,John Hornsby,,"{'type': '/type/datetime', 'value': '2008-04-29 13:35:46.87638'}",,{'key': '/type/author'},,1,,,,10091712,,,,,,,
,/authors/OL2651352A,,,,David Schneider,,"{'type': '/type/datetime', 'value': '2008-04-29 13:35:46.87638'}",,{'key': '/type/author'},,1,,,,9996753,,,,,,,
,/authors/OL7673987A,,"{'type': '/type/datetime', 'value': '2019-10-13T18:04:31.927193'}",,Callie Daniels,1,"{'type': '/type/datetime', 'value': '2019-10-13T18:04:31.927193'}",,{'key': '/type/author'},,1,,,,,,,,,,,
,/authors/OL7674474A,,"{'type': '/type/datetime', 'value': '2019-10-13T20:47:47.503660'}",,Margaret Lial,1,"{'type': '/type/datetime', 'value': '2019-10-13T20:47:47.503660'}",,{'key': '/type/author'},,1,,,,,,,,,,,
,/authors/OL2671048A,,,,John Hornsby,,"{'type': '/type/datetime', 'value': '2008-04-29 13:35:46.87638'}",,{'key': '/type/author'},,1,,,,10091712,,,,,,,
,/authors/OL2651352A,,,,David Schneider,,"{'type': '/type/datetime', 'value': '2008-04-29 13:35:46.87638'}",,{'key': '/type/author'},,1,,,,9996753,,,,,,,
,/authors/OL7673987A,,"{'type': '/type/datetime', 'value': '2019-10-13T18:04:31.927193'}",,Callie Daniels,1,"{'type': '/type/datetime', 'value': '2019-10-13T18:04:31.927193'}",,{'key': '/type/author'},,1,,,,,,,,,,,
,/authors/OL8653069A,,"{'type': '/type/datetime', 'value': '2020-10-23T13:56:00.460130'}",,RAPHAËL FEJTÖ,1,"{'type': '/type/datetime', 'value': '2020-10-23T13:56:00.460130'}",,{'key': '/type/author'},,1,,,,,,,,,,,
,/authors/OL8653069A,,"{'type': '/type/datetime', 'value': '2020-10-23T13:56:00.460130'}",,RAPHAËL FEJTÖ,1,"{'type': '/type/datetime', 'value': '2020-10-23T13:56:00.460130'}",,{'key': '/type/author'},,1,,,,,,,,,,,
,/authors/OL2761571A,,,,NA,,"{'type': '/type/datetime', 'value': '2008-04-29 15:03:11.581851'}",,{'key': '/type/author'},,1,,,,10493963,,,,,,,
,/authors/OL2761571A,,,,NA,,"{'type': '/type/datetime', 'value': '2008-04-29 15:03:11.581851'}",,{'key': '/type/author'},,1,,,,10493963,,,,,,,
,/authors/OL9281489A,,"{'type': '/type/datetime', 'value': '2021-06-23T11:40:46.076700'}",,Nicolas Minvielle,1,"{'type': '/type/datetime', 'value': '2021-06-23T11:40:46.076700'}",,{'key': '/type/author'},,1,,,['amazon:2804165728'],,,,,,,,
,/authors/OL9281490A,,"{'type': '/type/datetime', 'value': '2021-06-23T11:40:46.076700'}",,Stéphane Thirouin,1,"{'type': '/type/datetime', 'value': '2021-06-23T11:40:46.076700'}",,{'key': '/type/author'},,1,,,['amazon:2804165728'],,,,,,,,
,/authors/OL9281491A,,"{'type': '/type/datetime', 'value': '2021-06-23T11:40:46.076700'}",,Cécile Cam,1,"{'type': '/type/datetime', 'value': '2021-06-23T11:40:46.076700'}",,{'key': '/type/author'},,1,,,['amazon:2804165728'],,,,,,,,
,/authors/OL9281489A,,"{'type': '/type/datetime', 'value': '2021-06-23T11:40:46.076700'}",,Nicolas Minvielle,1,"{'type': '/type/datetime', 'value': '2021-06-23T11:40:46.076700'}",,{'key': '/type/author'},,1,,,['amazon:2804165728'],,,,,,,,
,/authors/OL9281490A,,"{'type': '/type/datetime', 'value': '2021-06-23T11:40:46.076700'}",,Stéphane Thirouin,1,"{'type': '/type/datetime', 'value': '2021-06-23T11:40:46.076700'}",,{'key': '/type/author'},,1,,,['amazon:2804165728'],,,,,,,,
,/authors/OL9281491A,,"{'type': '/type/datetime', 'value': '2021-06-23T11:40:46.076700'}",,Cécile Cam,1,"{'type': '/type/datetime', 'value': '2021-06-23T11:40:46.076700'}",,{'key': '/type/author'},,1,,,['amazon:2804165728'],,,,,,,,
,/authors/OL2761571A,,,,NA,,"{'type': '/type/datetime', 'value': '2008-04-29 15:03:11.581851'}",,{'key': '/type/author'},,1,,,,10493963,,,,,,,
,/authors/OL2761571A,,,,NA,,"{'type': '/type/datetime', 'value': '2008-04-29 15:03:11.581851'}",,{'key': '/type/author'},,1,,,,10493963,,,,,,,
,/authors/OL2761571A,,,,NA,,"{'type': '/type/datetime', 'value': '2008-04-29 15:03:11.581851'}",,{'key': '/type/author'},,1,,,,10493963,,,,,,,
,/authors/OL2761571A,,,,NA,,"{'type': '/type/datetime', 'value': '2008-04-29 15:03:11.581851'}",,{'key': '/type/author'},,1,,,,10493963,,,,,,,
,/authors/OL9281488A,,"{'type': '/type/datetime', 'value': '2021-06-23T11:38:38.402827'}",,Enrico Brizzi,1,"{'type': '/type/datetime', 'value': '2021-06-23T11:38:38.402827'}",,{'key': '/type/author'},,1,,,['amazon:2020336472'],,,,,,,,
,/authors/OL9281488A,,"{'type': '/type/datetime', 'value': '2021-06-23T11:38:38.402827'}",,Enrico Brizzi,1,"{'type': '/type/datetime', 'value': '2021-06-23T11:38:38.402827'}",,{'key': '/type/author'},,1,,,['amazon:2020336472'],,,,,,,,
,/authors/OL7546236A,,"{'type': '/type/datetime', 'value': '2019-06-04T03:19:28.502181'}",,SANS AUTEUR,1,"{'type': '/type/datetime', 'value': '2019-06-04T03:19:28.502181'}",,{'key': '/type/author'},,1,,,,,,,,,,,
,/authors/OL7546236A,,"{'type': '/type/datetime', 'value': '2019-06-04T03:19:28.502181'}",,SANS AUTEUR,1,"{'type': '/type/datetime', 'value': '2019-06-04T03:19:28.502181'}",,{'key': '/type/author'},,1,,,,,,,,,,,
,/authors/OL9281487A,,"{'type': '/type/datetime', 'value': '2021-06-23T11:37:46.622606'}",,FEVRE-H,1,"{'type': '/type/datetime', 'value': '2021-06-23T11:37:46.622606'}",,{'key': '/type/author'},,1,,,['amazon:2019928418'],,,,,,,,
,/authors/OL9281487A,,"{'type': '/type/datetime', 'value': '2021-06-23T11:37:46.622606'}",,FEVRE-H,1,"{'type': '/type/datetime', 'value': '2021-06-23T11:37:46.622606'}",,{'key': '/type/author'},,1,,,['amazon:2019928418'],,,,,,,,
,/authors/OL9281486A,,"{'type': '/type/datetime', 'value': '2021-06-23T11:37:27.353557'}",,EGGIS-E,1,"{'type': '/type/datetime', 'value': '2021-06-23T11:37:27.353557'}",,{'key': '/type/author'},,1,,,['amazon:2019714892'],,,,,,,,
,/authors/OL9281486A,,"{'type': '/type/datetime', 'value': '2021-06-23T11:37:27.353557'}",,EGGIS-E,1,"{'type': '/type/datetime', 'value': '2021-06-23T11:37:27.353557'}",,{'key': '/type/author'},,1,,,['amazon:2019714892'],,,,,,,,
,/authors/OL9281485A,,"{'type': '/type/datetime', 'value': '2021-06-23T11:36:54.392121'}",,SCALIETTE-V,1,"{'type': '/type/datetime', 'value': '2021-06-23T11:36:54.392121'}",,{'key': '/type/author'},,1,,,['amazon:2019637383'],,,,,,,,
,/authors/OL9281485A,,"{'type': '/type/datetime', 'value': '2021-06-23T11:36:54.392121'}",,SCALIETTE-V,1,"{'type': '/type/datetime', 'value': '2021-06-23T11:36:54.392121'}",,{'key': '/type/author'},,1,,,['amazon:2019637383'],,,,,,,,
,/authors/OL9281484A,,"{'type': '/type/datetime', 'value': '2021-06-23T11:35:35.020297'}",,MOUTARD-MARTIN-E,1,"{'type': '/type/datetime', 'value': '2021-06-23T11:35:35.020297'}",,{'key': '/type/author'},,1,,,['amazon:2019477025'],,,,,,,,
,/authors/OL9281484A,,"{'type': '/type/datetime', 'value': '2021-06-23T11:35:35.020297'}",,MOUTARD-MARTIN-E,1,"{'type': '/type/datetime', 'value': '2021-06-23T11:35:35.020297'}",,{'key': '/type/author'},,1,,,['amazon:2019477025'],,,,,,,,
,/authors/OL9281483A,,"{'type': '/type/datetime', 'value': '2021-06-23T11:35:21.847135'}",,TYP. G. CHAMEROT,1,"{'type': '/type/datetime', 'value': '2021-06-23T11:35:21.847135'}",,{'key': '/type/author'},,1,,,['amazon:2019307383'],,,,,,,,
,/authors/OL9281483A,,"{'type': '/type/datetime', 'value': '2021-06-23T11:35:21.847135'}",,TYP. G. CHAMEROT,1,"{'type': '/type/datetime', 'value': '2021-06-23T11:35:21.847135'}",,{'key': '/type/author'},,1,,,['amazon:2019307383'],,,,,,,,
,/authors/OL9281482A,,"{'type': '/type/datetime', 'value': '2021-06-23T11:35:13.232305'}",,LIMOUSIN-S,1,"{'type': '/type/datetime', 'value': '2021-06-23T11:35:13.232305'}",,{'key': '/type/author'},,1,,,['amazon:2019288605'],,,,,,,,
,/authors/OL9281482A,,"{'type': '/type/datetime', 'value': '2021-06-23T11:35:13.232305'}",,LIMOUSIN-S,1,"{'type': '/type/datetime', 'value': '2021-06-23T11:35:13.232305'}",,{'key': '/type/author'},,1,,,['amazon:2019288605'],,,,,,,,
,/authors/OL9281481A,,"{'type': '/type/datetime', 'value': '2021-06-23T11:34:37.990956'}",,IMPR NATIONALE,1,"{'type': '/type/datetime', 'value': '2021-06-23T11:34:37.990956'}",,{'key': '/type/author'},,1,,,['amazon:2019234785'],,,,,,,,
