,wikipedia,key,remote_ids,created,birth_date,name,latest_revision,last_modified,alternate_names,type,photos,revision,personal_name,death_date,source_records,id,bio,links,title,data,date,fuller_name,location,authors_key
0,,/authors/OL7611420A,,"{'type': '/type/datetime', 'value': '2019-07-19T18:21:54.436166'}",,Alana Fairchild,1.0,"{'type': '/type/datetime', 'value': '2019-07-19T18:21:54.436166'}",,{'key': '/type/author'},,1,Alana Fairchild,,,,,,,,,,,/authors/OL7611420A
1,,/authors/OL7611420A,,"{'type': '/type/datetime', 'value': '2019-07-19T18:21:54.436166'}",,Alana Fairchild,1.0,"{'type': '/type/datetime', 'value': '2019-07-19T18:21:54.436166'}",,{'key': '/type/author'},,1,Alana Fairchild,,,,,,,,,,,/authors/OL7611420A
2,,/authors/OL9282181A,,"{'type': '/type/datetime', 'value': '2021-06-24T12:55:33.375621'}",,J.-J GAUTHE,1.0,"{'type': '/type/datetime', 'value': '2021-06-24T12:55:33.375621'}",,{'key': '/type/author'},,1,,,['amazon:2846701016'],,,,,,,,,/authors/OL9282181A
3,,/authors/OL9282181A,,"{'type': '/type/datetime', 'value': '2021-06-24T12:55:33.375621'}",,J.-J GAUTHE,1.0,"{'type': '/type/datetime', 'value': '2021-06-24T12:55:33.375621'}",,{'key': '/type/author'},,1,,,['amazon:2846701016'],,,,,,,,,/authors/OL9282181A
4,,/authors/OL9282178A,,"{'type': '/type/datetime', 'value': '2021-06-24T12:55:20.310476'}",,Mike Sciales,1.0,"{'type': '/type/datetime', 'value': '2021-06-24T12:55:20.310476'}",,{'key': '/type/author'},,1,,,['amazon:179134688X'],,,,,,,,,/authors/OL9282178A
5,,/authors/OL9282179A,,"{'type': '/type/datetime', 'value': '2021-06-24T12:55:20.310476'}",,Laurie Sciales,1.0,"{'type': '/type/datetime', 'value': '2021-06-24T12:55:20.310476'}",,{'key': '/type/author'},,1,,,['amazon:179134688X'],,,,,,,,,/authors/OL9282179A
6,,/authors/OL9282180A,,"{'type': '/type/datetime', 'value': '2021-06-24T12:55:20.310476'}",,Laurie Sciales,1.0,"{'type': '/type/datetime', 'value': '2021-06-24T12:55:20.310476'}",,{'key': '/type/author'},,1,,,['amazon:179134688X'],,,,,,,,,/authors/OL9282180A
7,,/authors/OL2752989A,,,,Steve Lloyd,,"{'type': '/type/datetime', 'value': '2008-04-29 15:03:11.581851'}",,{'key': '/type/author'},,1,,,,10434169.0,,,,,,,,/authors/OL2752989A
8,,/authors/OL9282178A,,"{'type': '/type/datetime', 'value': '2021-06-24T12:55:20.310476'}",,Mike Sciales,1.0,"{'type': '/type/datetime', 'value': '2021-06-24T12:55:20.310476'}",,{'key': '/type/author'},,1,,,['amazon:179134688X'],,,,,,,,,/authors/OL9282178A
9,,/authors/OL9282179A,,"{'type': '/type/datetime', 'value': '2021-06-24T12:55:20.310476'}",,Laurie Sciales,1.0,"{'type': '/type/datetime', 'value': '2021-06-24T12:55:20.310476'}",,{'key': '/type/author'},,1,,,['amazon:179134688X'],,,,,,,,,/authors/OL9282179A
10,,/authors/OL9282180A,,"{'type': '/type/datetime', 'value': '2021-06-24T12:55:20.310476'}",,Laurie Sciales,1.0,"{'type': '/type/datetime', 'value': '2021-06-24T12:55:20.310476'}",,{'key': '/type/author'},,1,,,['amazon:179134688X'],,,,,,,,,/authors/OL9282180A
11,,/authors/OL2752989A,,,,Steve Lloyd,,"{'type': '/type/datetime', 'value': '2008-04-29 15:03:11.581851'}",,{'key': '/type/author'},,1,,,,10434169.0,,,,,,,,/authors/OL2752989A
12,,/authors/OL9282177A,,"{'type': '/type/datetime', 'value': '2021-06-24T12:52:06.135047'}",,Mick MacNeil,1.0,"{'type': '/type/datetime', 'value': '2021-06-24T12:52:06.135047'}",,{'key': '/type/author'},,1,,,['amazon:1777158133'],,,,,,,,,/authors/OL9282177A
13,,/authors/OL9282177A,,"{'type': '/type/datetime', 'value': '2021-06-24T12:52:06.135047'}",,Mick MacNeil,1.0,"{'type': '/type/datetime', 'value': '2021-06-24T12:52:06.135047'}",,{'key': '/type/author'},,1,,,['amazon:1777158133'],,,,,,,,,/authors/OL9282177A
14,,/authors/OL9282176A,,"{'type': '/type/datetime', 'value': '2021-06-24T12:51:51.835525'}",,Nicole Caligaris,1.0,"{'type': '/type/datetime', 'value': '2021-06-24T12:51:51.835525'}",,{'key': '/type/author'},,1,,,['amazon:2914412681'],,,,,,,,,/authors/OL9282176A
15,,/authors/OL9282176A,,"{'type': '/type/datetime', 'value': '2021-06-24T12:51:51.835525'}",,Nicole Caligaris,1.0,"{'type': '/type/datetime', 'value': '2021-06-24T12:51:51.835525'}",,{'key': '/type/author'},,1,,,['amazon:2914412681'],,,,,,,,,/authors/OL9282176A
16,,/authors/OL9097657A,,"{'type': '/type/datetime', 'value': '2021-02-04T11:41:13.947204'}",,MOLIERE,1.0,"{'type': '/type/datetime', 'value': '2021-02-04T11:41:13.947204'}",,{'key': '/type/author'},,1,,,['amazon:2012153100'],,,,,,,,,/authors/OL9097657A
17,,/authors/OL9097657A,,"{'type': '/type/datetime', 'value': '2021-02-04T11:41:13.947204'}",,MOLIERE,1.0,"{'type': '/type/datetime', 'value': '2021-02-04T11:41:13.947204'}",,{'key': '/type/author'},,1,,,['amazon:2012153100'],,,,,,,,,/authors/OL9097657A
18,,/authors/OL9282175A,,"{'type': '/type/datetime', 'value': '2021-06-24T12:50:19.576715'}",,"Baudouin,Bernard",1.0,"{'type': '/type/datetime', 'value': '2021-06-24T12:50:19.576715'}",,{'key': '/type/author'},,1,,,['amazon:2732892262'],,,,,,,,,/authors/OL9282175A
19,,/authors/OL9282175A,,"{'type': '/type/datetime', 'value': '2021-06-24T12:50:19.576715'}",,"Baudouin,Bernard",1.0,"{'type': '/type/datetime', 'value': '2021-06-24T12:50:19.576715'}",,{'key': '/type/author'},,1,,,['amazon:2732892262'],,,,,,,,,/authors/OL9282175A
20,,/authors/OL9282174A,,"{'type': '/type/datetime', 'value': '2021-06-24T12:50:11.179210'}",,Jean Polis,1.0,"{'type': '/type/datetime', 'value': '2021-06-24T12:50:11.179210'}",,{'key': '/type/author'},,1,,,['amazon:2930211423'],,,,,,,,,/authors/OL9282174A
21,,/authors/OL9282174A,,"{'type': '/type/datetime', 'value': '2021-06-24T12:50:11.179210'}",,Jean Polis,1.0,"{'type': '/type/datetime', 'value': '2021-06-24T12:50:11.179210'}",,{'key': '/type/author'},,1,,,['amazon:2930211423'],,,,,,,,,/authors/OL9282174A
22,,/authors/OL9282173A,,"{'type': '/type/datetime', 'value': '2021-06-24T12:50:11.175386'}",,Jean Polis,1.0,"{'type': '/type/datetime', 'value': '2021-06-24T12:50:11.175386'}",,{'key': '/type/author'},,1,,,['amazon:2930211423'],,,,,,,,,/authors/OL9282173A
23,,/authors/OL9282173A,,"{'type': '/type/datetime', 'value': '2021-06-24T12:50:11.175386'}",,Jean Polis,1.0,"{'type': '/type/datetime', 'value': '2021-06-24T12:50:11.175386'}",,{'key': '/type/author'},,1,,,['amazon:2930211423'],,,,,,,,,/authors/OL9282173A
24,,/authors/OL3768657A,,,,Bernice Angoh,2.0,"{'type': '/type/datetime', 'value': '2010-04-12T12:48:49.680413'}",,{'key': '/type/author'},[5921127],2,,,,15648366.0,,,,,,,,/authors/OL3768657A
25,,/authors/OL3768657A,,,,Bernice Angoh,2.0,"{'type': '/type/datetime', 'value': '2010-04-12T12:48:49.680413'}",,{'key': '/type/author'},[5921127],2,,,,15648366.0,,,,,,,,/authors/OL3768657A
26,,/authors/OL9282172A,,"{'type': '/type/datetime', 'value': '2021-06-24T12:48:00.229283'}",,BOURGUIGNAT-J-R,1.0,"{'type': '/type/datetime', 'value': '2021-06-24T12:48:00.229283'}",,{'key': '/type/author'},,1,,,['amazon:2016160713'],,,,,,,,,/authors/OL9282172A
27,,/authors/OL9282172A,,"{'type': '/type/datetime', 'value': '2021-06-24T12:48:00.229283'}",,BOURGUIGNAT-J-R,1.0,"{'type': '/type/datetime', 'value': '2021-06-24T12:48:00.229283'}",,{'key': '/type/author'},,1,,,['amazon:2016160713'],,,,,,,,,/authors/OL9282172A
28,,/authors/OL9282171A,,"{'type': '/type/datetime', 'value': '2021-06-24T12:45:53.053532'}",,Julie Bastien,1.0,"{'type': '/type/datetime', 'value': '2021-06-24T12:45:53.053532'}",,{'key': '/type/author'},,1,,,['amazon:2940430977'],,,,,,,,,/authors/OL9282171A
29,,/authors/OL9282171A,,"{'type': '/type/datetime', 'value': '2021-06-24T12:45:53.053532'}",,Julie Bastien,1.0,"{'type': '/type/datetime', 'value': '2021-06-24T12:45:53.053532'}",,{'key': '/type/author'},,1,,,['amazon:2940430977'],,,,,,,,,/authors/OL9282171A
30,,/authors/OL9111506A,,"{'type': '/type/datetime', 'value': '2021-03-07T15:44:07.675382'}",,Hélène Le Bris,1.0,"{'type': '/type/datetime', 'value': '2021-03-07T15:44:07.675382'}",,{'key': '/type/author'},,1,,,['amazon:233424225X'],,,,,,,,,/authors/OL9111506A
31,,/authors/OL9111506A,,"{'type': '/type/datetime', 'value': '2021-03-07T15:44:07.675382'}",,Hélène Le Bris,1.0,"{'type': '/type/datetime', 'value': '2021-03-07T15:44:07.675382'}",,{'key': '/type/author'},,1,,,['amazon:233424225X'],,,,,,,,,/authors/OL9111506A
32,,/authors/OL9111506A,,"{'type': '/type/datetime', 'value': '2021-03-07T15:44:07.675382'}",,Hélène Le Bris,1.0,"{'type': '/type/datetime', 'value': '2021-03-07T15:44:07.675382'}",,{'key': '/type/author'},,1,,,['amazon:233424225X'],,,,,,,,,/authors/OL9111506A
33,,/authors/OL9111506A,,"{'type': '/type/datetime', 'value': '2021-03-07T15:44:07.675382'}",,Hélène Le Bris,1.0,"{'type': '/type/datetime', 'value': '2021-03-07T15:44:07.675382'}",,{'key': '/type/author'},,1,,,['amazon:233424225X'],,,,,,,,,/authors/OL9111506A
34,,/authors/OL8229499A,,"{'type': '/type/datetime', 'value': '2020-08-22T17:50:14.519281'}",,Alfred de Vigny,1.0,"{'type': '/type/datetime', 'value': '2020-08-22T17:50:14.519281'}",,{'key': '/type/author'},,1,,,,,,,,,,,,/authors/OL8229499A
35,,/authors/OL6161738A,,"{'type': '/type/datetime', 'value': '2008-10-30T13:59:41.796395'}",,Marie Dorval,,"{'type': '/type/datetime', 'value': '2008-10-30T13:59:41.796395'}",,{'key': '/type/author'},,1,Marie Dorval,,,31160880.0,,,,,,,,/authors/OL6161738A
36,,/authors/OL6770444A,,"{'type': '/type/datetime', 'value': '2009-12-19T02:21:17.104048'}",,Ariane Charton,1.0,"{'type': '/type/datetime', 'value': '2009-12-19T02:21:17.104048'}",,{'key': '/type/author'},,1,Ariane Charton,,,49055278.0,,,,,,,,/authors/OL6770444A
37,,/authors/OL8229499A,,"{'type': '/type/datetime', 'value': '2020-08-22T17:50:14.519281'}",,Alfred de Vigny,1.0,"{'type': '/type/datetime', 'value': '2020-08-22T17:50:14.519281'}",,{'key': '/type/author'},,1,,,,,,,,,,,,/authors/OL8229499A
38,,/authors/OL6161738A,,"{'type': '/type/datetime', 'value': '2008-10-30T13:59:41.796395'}",,Marie Dorval,,"{'type': '/type/datetime', 'value': '2008-10-30T13:59:41.796395'}",,{'key': '/type/author'},,1,Marie Dorval,,,31160880.0,,,,,,,,/authors/OL6161738A
39,,/authors/OL6770444A,,"{'type': '/type/datetime', 'value': '2009-12-19T02:21:17.104048'}",,Ariane Charton,1.0,"{'type': '/type/datetime', 'value': '2009-12-19T02:21:17.104048'}",,{'key': '/type/author'},,1,Ariane Charton,,,49055278.0,,,,,,,,/authors/OL6770444A
40,,/authors/OL3982720A,,,,Ernst Neumann,,"{'type': '/type/datetime', 'value': '2008-04-30 20:50:18.033121'}",,{'key': '/type/author'},,1,,,,16669909.0,,,,,,,,/authors/OL3982720A
41,,/authors/OL190343A,,,,Brian Smith,,"{'type': '/type/datetime', 'value': '2008-09-06 19:46:37.301983'}",,{'key': '/type/author'},,2,Brian Smith,,,485958.0,,,,,,,,/authors/OL190343A
42,,/authors/OL3982720A,,,,Ernst Neumann,,"{'type': '/type/datetime', 'value': '2008-04-30 20:50:18.033121'}",,{'key': '/type/author'},,1,,,,16669909.0,,,,,,,,/authors/OL3982720A
43,,/authors/OL190343A,,,,Brian Smith,,"{'type': '/type/datetime', 'value': '2008-09-06 19:46:37.301983'}",,{'key': '/type/author'},,2,Brian Smith,,,485958.0,,,,,,,,/authors/OL190343A
44,,/authors/OL744438A,,,,David Lee,,"{'type': '/type/datetime', 'value': '2008-08-27 19:50:22.261'}",,{'key': '/type/author'},,2,David Lee,,,2230767.0,,,,,,,,/authors/OL744438A
45,,/authors/OL744438A,,,,David Lee,,"{'type': '/type/datetime', 'value': '2008-08-27 19:50:22.261'}",,{'key': '/type/author'},,2,David Lee,,,2230767.0,,,,,,,,/authors/OL744438A
46,,/authors/OL7546294A,,"{'type': '/type/datetime', 'value': '2019-06-04T03:36:57.776655'}",,Wild Pages Press,1.0,"{'type': '/type/datetime', 'value': '2019-06-04T03:36:57.776655'}",,{'key': '/type/author'},,1,,,,,,,,,,,,/authors/OL7546294A
47,,/authors/OL7546294A,,"{'type': '/type/datetime', 'value': '2019-06-04T03:36:57.776655'}",,Wild Pages Press,1.0,"{'type': '/type/datetime', 'value': '2019-06-04T03:36:57.776655'}",,{'key': '/type/author'},,1,,,,,,,,,,,,/authors/OL7546294A
48,,/authors/OL9282170A,,"{'type': '/type/datetime', 'value': '2021-06-24T12:28:32.348095'}",,baud frederic,1.0,"{'type': '/type/datetime', 'value': '2021-06-24T12:28:32.348095'}",,{'key': '/type/author'},,1,,,['amazon:2130359582'],,,,,,,,,/authors/OL9282170A
49,,/authors/OL9282170A,,"{'type': '/type/datetime', 'value': '2021-06-24T12:28:32.348095'}",,baud frederic,1.0,"{'type': '/type/datetime', 'value': '2021-06-24T12:28:32.348095'}",,{'key': '/type/author'},,1,,,['amazon:2130359582'],,,,,,,,,/authors/OL9282170A
50,,/authors/OL9236699A,,"{'type': '/type/datetime', 'value': '2021-05-23T13:56:15.353773'}",,Animal Lover Press House,1.0,"{'type': '/type/datetime', 'value': '2021-05-23T13:56:15.353773'}",,{'key': '/type/author'},,1,,,['amazon:1711054569'],,,,,,,,,/authors/OL9236699A
51,,/authors/OL9236699A,,"{'type': '/type/datetime', 'value': '2021-05-23T13:56:15.353773'}",,Animal Lover Press House,1.0,"{'type': '/type/datetime', 'value': '2021-05-23T13:56:15.353773'}",,{'key': '/type/author'},,1,,,['amazon:1711054569'],,,,,,,,,/authors/OL9236699A
52,,/authors/OL8093300A,,"{'type': '/type/datetime', 'value': '2020-08-05T08:32:33.768146'}",,Will Eisner,1.0,"{'type': '/type/datetime', 'value': '2020-08-05T08:32:33.768146'}",,{'key': '/type/author'},,1,,,,,,,,,,,,/authors/OL8093300A
53,,/authors/OL8093300A,,"{'type': '/type/datetime', 'value': '2020-08-05T08:32:33.768146'}",,Will Eisner,1.0,"{'type': '/type/datetime', 'value': '2020-08-05T08:32:33.768146'}",,{'key': '/type/author'},,1,,,,,,,,,,,,/authors/OL8093300A
54,,/authors/OL8093300A,,"{'type': '/type/datetime', 'value': '2020-08-05T08:32:33.768146'}",,Will Eisner,1.0,"{'type': '/type/datetime', 'value': '2020-08-05T08:32:33.768146'}",,{'key': '/type/author'},,1,,,,,,,,,,,,/authors/OL8093300A
55,,/authors/OL8093300A,,"{'type': '/type/datetime', 'value': '2020-08-05T08:32:33.768146'}",,Will Eisner,1.0,"{'type': '/type/datetime', 'value': '2020-08-05T08:32:33.768146'}",,{'key': '/type/author'},,1,,,,,,,,,,,,/authors/OL8093300A
56,,/authors/OL6898992A,,"{'type': '/type/datetime', 'value': '2011-06-10T06:16:07.953462'}",,Gilbert Delahaye,1.0,"{'type': '/type/datetime', 'value': '2011-06-10T06:16:07.953462'}",,{'key': '/type/author'},,1,Gilbert Delahaye,,,,,,,,,,,/authors/OL6898992A
57,,/authors/OL1030434A,"{'viaf': '22145489', 'wikidata': 'Q2798336', 'isni': '0000000121235712'}","{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}",,Marcel Marlier,4.0,"{'type': '/type/datetime', 'value': '2020-09-30T15:04:52.332853'}",,{'key': '/type/author'},,4,Marcel Marlier,,,,,,,,,,,/authors/OL1030434A
58,,/authors/OL6898992A,,"{'type': '/type/datetime', 'value': '2011-06-10T06:16:07.953462'}",,Gilbert Delahaye,1.0,"{'type': '/type/datetime', 'value': '2011-06-10T06:16:07.953462'}",,{'key': '/type/author'},,1,Gilbert Delahaye,,,,,,,,,,,/authors/OL6898992A
59,,/authors/OL1030434A,"{'viaf': '22145489', 'wikidata': 'Q2798336', 'isni': '0000000121235712'}","{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}",,Marcel Marlier,4.0,"{'type': '/type/datetime', 'value': '2020-09-30T15:04:52.332853'}",,{'key': '/type/author'},,4,Marcel Marlier,,,,,,,,,,,/authors/OL1030434A
60,,/authors/OL9162728A,,"{'type': '/type/datetime', 'value': '2021-04-28T06:02:23.623839'}",,Ingo Lippert,1.0,"{'type': '/type/datetime', 'value': '2021-04-28T06:02:23.623839'}",,{'key': '/type/author'},,1,,,['amazon:1089836627'],,,,,,,,,/authors/OL9162728A
61,,/authors/OL9162728A,,"{'type': '/type/datetime', 'value': '2021-04-28T06:02:23.623839'}",,Ingo Lippert,1.0,"{'type': '/type/datetime', 'value': '2021-04-28T06:02:23.623839'}",,{'key': '/type/author'},,1,,,['amazon:1089836627'],,,,,,,,,/authors/OL9162728A
62,,/authors/OL9280878A,,"{'type': '/type/datetime', 'value': '2021-06-23T01:53:53.004032'}",,Rainbows Books,1.0,"{'type': '/type/datetime', 'value': '2021-06-23T01:53:53.004032'}",,{'key': '/type/author'},,1,,,['amazon:1693098032'],,,,,,,,,/authors/OL9280878A
63,,/authors/OL7546088A,,"{'type': '/type/datetime', 'value': '2019-06-04T02:38:09.221984'}",,Jeryx Publishing,1.0,"{'type': '/type/datetime', 'value': '2019-06-04T02:38:09.221984'}",,{'key': '/type/author'},,1,,,,,,,,,,,,/authors/OL7546088A
64,,/authors/OL7546088A,,"{'type': '/type/datetime', 'value': '2019-06-04T02:38:09.221984'}",,Jeryx Publishing,1.0,"{'type': '/type/datetime', 'value': '2019-06-04T02:38:09.221984'}",,{'key': '/type/author'},,1,,,,,,,,,,,,/authors/OL7546088A
65,,/authors/OL3303662A,,,,Merce Ibarz,,"{'type': '/type/datetime', 'value': '2008-04-30 09:38:13.731961'}",,{'key': '/type/author'},,1,,,,12978154.0,,,,,,,,/authors/OL3303662A
66,,/authors/OL3303662A,,,,Merce Ibarz,,"{'type': '/type/datetime', 'value': '2008-04-30 09:38:13.731961'}",,{'key': '/type/author'},,1,,,,12978154.0,,,,,,,,/authors/OL3303662A
67,,/authors/OL5910828A,,"{'type': '/type/datetime', 'value': '2008-10-26T00:23:14.476755'}",,Mercè Ibarz,,"{'type': '/type/datetime', 'value': '2008-10-26T00:23:14.476755'}",,{'key': '/type/author'},,1,Mercè Ibarz,,,30112045.0,,,,,,,,/authors/OL5910828A
68,,/authors/OL5910828A,,"{'type': '/type/datetime', 'value': '2008-10-26T00:23:14.476755'}",,Mercè Ibarz,,"{'type': '/type/datetime', 'value': '2008-10-26T00:23:14.476755'}",,{'key': '/type/author'},,1,Mercè Ibarz,,,30112045.0,,,,,,,,/authors/OL5910828A
69,,/authors/OL9282169A,,"{'type': '/type/datetime', 'value': '2021-06-24T11:59:23.950875'}",,Marti rossello,1.0,"{'type': '/type/datetime', 'value': '2021-06-24T11:59:23.950875'}",,{'key': '/type/author'},,1,,,['amazon:2952027846'],,,,,,,,,/authors/OL9282169A
70,,/authors/OL9282169A,,"{'type': '/type/datetime', 'value': '2021-06-24T11:59:23.950875'}",,Marti rossello,1.0,"{'type': '/type/datetime', 'value': '2021-06-24T11:59:23.950875'}",,{'key': '/type/author'},,1,,,['amazon:2952027846'],,,,,,,,,/authors/OL9282169A
71,,/authors/OL90082A,,,,Jaume Fuster,,"{'type': '/type/datetime', 'value': '2008-09-08 14:25:44.559031'}",,{'key': '/type/author'},,2,Jaume Fuster,,,226741.0,,,,,,,,/authors/OL90082A
72,,/authors/OL90082A,,,,Jaume Fuster,,"{'type': '/type/datetime', 'value': '2008-09-08 14:25:44.559031'}",,{'key': '/type/author'},,2,Jaume Fuster,,,226741.0,,,,,,,,/authors/OL90082A
73,,/authors/OL9282168A,,"{'type': '/type/datetime', 'value': '2021-06-24T11:55:00.958552'}",,NICOLAS DE LA BRETECHE,1.0,"{'type': '/type/datetime', 'value': '2021-06-24T11:55:00.958552'}",,{'key': '/type/author'},,1,,,['amazon:2374370569'],,,,,,,,,/authors/OL9282168A
74,,/authors/OL9282168A,,"{'type': '/type/datetime', 'value': '2021-06-24T11:55:00.958552'}",,NICOLAS DE LA BRETECHE,1.0,"{'type': '/type/datetime', 'value': '2021-06-24T11:55:00.958552'}",,{'key': '/type/author'},,1,,,['amazon:2374370569'],,,,,,,,,/authors/OL9282168A
75,,/authors/OL8356692A,,"{'type': '/type/datetime', 'value': '2020-08-31T17:44:41.874257'}",,Ammar Habib,1.0,"{'type': '/type/datetime', 'value': '2020-08-31T17:44:41.874257'}",,{'key': '/type/author'},,1,,,,,,,,,,,,/authors/OL8356692A
76,,/authors/OL3003747A,,,,John Grey,,"{'type': '/type/datetime', 'value': '2008-04-30 06:33:27.187047'}",,{'key': '/type/author'},,1,,,,11542084.0,,,,,,,,/authors/OL3003747A
77,,/authors/OL8513240A,,"{'type': '/type/datetime', 'value': '2020-09-17T21:18:14.992826'}",,Chris Fortunato,1.0,"{'type': '/type/datetime', 'value': '2020-09-17T21:18:14.992826'}",,{'key': '/type/author'},,1,,,,,,,,,,,,/authors/OL8513240A
78,,/authors/OL8464672A,,"{'type': '/type/datetime', 'value': '2020-09-14T20:55:07.530477'}",,Robb T. White,1.0,"{'type': '/type/datetime', 'value': '2020-09-14T20:55:07.530477'}",,{'key': '/type/author'},,1,,,,,,,,,,,,/authors/OL8464672A
79,,/authors/OL7478878A,,"{'type': '/type/datetime', 'value': '2019-03-14T13:31:02.442306'}",,Edward Ahern,1.0,"{'type': '/type/datetime', 'value': '2019-03-14T13:31:02.442306'}",,{'key': '/type/author'},,1,,,,,,,,,,,,/authors/OL7478878A
80,,/authors/OL9282165A,,"{'type': '/type/datetime', 'value': '2021-06-24T11:51:21.810275'}",,John Dromey,1.0,"{'type': '/type/datetime', 'value': '2021-06-24T11:51:21.810275'}",,{'key': '/type/author'},,1,,,['amazon:1670168328'],,,,,,,,,/authors/OL9282165A
81,,/authors/OL9282166A,,"{'type': '/type/datetime', 'value': '2021-06-24T11:51:21.810275'}",,J. Askew,1.0,"{'type': '/type/datetime', 'value': '2021-06-24T11:51:21.810275'}",,{'key': '/type/author'},,1,,,['amazon:1670168328'],,,,,,,,,/authors/OL9282166A
82,,/authors/OL3741148A,,,,Mark Mellon,,"{'type': '/type/datetime', 'value': '2008-04-30 20:50:18.033121'}",,{'key': '/type/author'},,1,,,,15546550.0,,,,,,,,/authors/OL3741148A
83,,/authors/OL5656224A,,"{'type': '/type/datetime', 'value': '2008-10-21T07:29:37.266702'}",,Sarah Katz,,"{'type': '/type/datetime', 'value': '2008-10-21T07:29:37.266702'}",,{'key': '/type/author'},,1,Sarah Katz,,,28912662.0,,,,,,,,/authors/OL5656224A
84,,/authors/OL9282167A,,"{'type': '/type/datetime', 'value': '2021-06-24T11:51:21.810275'}",,Thriller Magazine,1.0,"{'type': '/type/datetime', 'value': '2021-06-24T11:51:21.810275'}",,{'key': '/type/author'},,1,,,['amazon:1670168328'],,,,,,,,,/authors/OL9282167A
85,,/authors/OL8356692A,,"{'type': '/type/datetime', 'value': '2020-08-31T17:44:41.874257'}",,Ammar Habib,1.0,"{'type': '/type/datetime', 'value': '2020-08-31T17:44:41.874257'}",,{'key': '/type/author'},,1,,,,,,,,,,,,/authors/OL8356692A
86,,/authors/OL3003747A,,,,John Grey,,"{'type': '/type/datetime', 'value': '2008-04-30 06:33:27.187047'}",,{'key': '/type/author'},,1,,,,11542084.0,,,,,,,,/authors/OL3003747A
87,,/authors/OL8513240A,,"{'type': '/type/datetime', 'value': '2020-09-17T21:18:14.992826'}",,Chris Fortunato,1.0,"{'type': '/type/datetime', 'value': '2020-09-17T21:18:14.992826'}",,{'key': '/type/author'},,1,,,,,,,,,,,,/authors/OL8513240A
88,,/authors/OL8464672A,,"{'type': '/type/datetime', 'value': '2020-09-14T20:55:07.530477'}",,Robb T. White,1.0,"{'type': '/type/datetime', 'value': '2020-09-14T20:55:07.530477'}",,{'key': '/type/author'},,1,,,,,,,,,,,,/authors/OL8464672A
89,,/authors/OL7478878A,,"{'type': '/type/datetime', 'value': '2019-03-14T13:31:02.442306'}",,Edward Ahern,1.0,"{'type': '/type/datetime', 'value': '2019-03-14T13:31:02.442306'}",,{'key': '/type/author'},,1,,,,,,,,,,,,/authors/OL7478878A
90,,/authors/OL9282165A,,"{'type': '/type/datetime', 'value': '2021-06-24T11:51:21.810275'}",,John Dromey,1.0,"{'type': '/type/datetime', 'value': '2021-06-24T11:51:21.810275'}",,{'key': '/type/author'},,1,,,['amazon:1670168328'],,,,,,,,,/authors/OL9282165A
91,,/authors/OL9282166A,,"{'type': '/type/datetime', 'value': '2021-06-24T11:51:21.810275'}",,J. Askew,1.0,"{'type': '/type/datetime', 'value': '2021-06-24T11:51:21.810275'}",,{'key': '/type/author'},,1,,,['amazon:1670168328'],,,,,,,,,/authors/OL9282166A
92,,/authors/OL3741148A,,,,Mark Mellon,,"{'type': '/type/datetime', 'value': '2008-04-30 20:50:18.033121'}",,{'key': '/type/author'},,1,,,,15546550.0,,,,,,,,/authors/OL3741148A
93,,/authors/OL5656224A,,"{'type': '/type/datetime', 'value': '2008-10-21T07:29:37.266702'}",,Sarah Katz,,"{'type': '/type/datetime', 'value': '2008-10-21T07:29:37.266702'}",,{'key': '/type/author'},,1,Sarah Katz,,,28912662.0,,,,,,,,/authors/OL5656224A
94,,/authors/OL9282167A,,"{'type': '/type/datetime', 'value': '2021-06-24T11:51:21.810275'}",,Thriller Magazine,1.0,"{'type': '/type/datetime', 'value': '2021-06-24T11:51:21.810275'}",,{'key': '/type/author'},,1,,,['amazon:1670168328'],,,,,,,,,/authors/OL9282167A
95,,/authors/OL1103623A,,,,Paul Vallin,,"{'type': '/type/datetime', 'value': '2008-08-19 14:11:35.383713'}",,{'key': '/type/author'},,2,Paul Vallin,,,3579780.0,,,,,,,,/authors/OL1103623A
96,,/authors/OL1103623A,,,,Paul Vallin,,"{'type': '/type/datetime', 'value': '2008-08-19 14:11:35.383713'}",,{'key': '/type/author'},,2,Paul Vallin,,,3579780.0,,,,,,,,/authors/OL1103623A
97,,/authors/OL1103623A,,,,Paul Vallin,,"{'type': '/type/datetime', 'value': '2008-08-19 14:11:35.383713'}",,{'key': '/type/author'},,2,Paul Vallin,,,3579780.0,,,,,,,,/authors/OL1103623A
98,,/authors/OL1103623A,,,,Paul Vallin,,"{'type': '/type/datetime', 'value': '2008-08-19 14:11:35.383713'}",,{'key': '/type/author'},,2,Paul Vallin,,,3579780.0,,,,,,,,/authors/OL1103623A
99,,/authors/OL9282164A,,"{'type': '/type/datetime', 'value': '2021-06-24T11:46:34.105521'}",,Géraldine Michel,1.0,"{'type': '/type/datetime', 'value': '2021-06-24T11:46:34.105521'}",,{'key': '/type/author'},,1,,,['amazon:2100590219'],,,,,,,,,/authors/OL9282164A
